"","Country","Year","Code","Region","Income_Group","Pov_1.90","Pov_3.20","Pov_5.50","GDP_Pc","Private_Credit","Mean_Inc","Gov_Cons","Expenses","Inflation","Gini","Exports","Imports","Pop_Growth","Schooling","ATM","Bank_Acc","Bank_Branch"
"146","St. Martin (French part)","1960","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00530295189385,NA,NA,NA,NA
"147","Morocco","1960","MAR","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,12.1416,NA,11.8343171790493,NA,NA,NA,23.5716346603976,22.6986102203577,3.11158535552904,NA,NA,NA,NA
"148","Monaco","1960","MCO","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15197608012638,NA,NA,NA,NA
"149","Moldova","1960","MDA","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50759407682118,NA,NA,NA,NA
"150","Madagascar","1960","MDG","Sub-Saharan Africa","Low income",NA,NA,NA,716.081771159348,NA,NA,14.2633849366692,NA,NA,NA,10.030184184754,16.6245248943164,2.37372995829774,NA,NA,NA,NA
"151","Maldives","1960","MDV","South Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58864897294526,NA,NA,NA,NA
"152","Middle East & North Africa","1960","MEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Mexico","1960","MEX","Latin America & Caribbean","Upper middle income",NA,NA,NA,3866.31927154988,20.8263,NA,5.64840490797546,NA,NA,NA,8.50552147239264,11.6636809815951,3.15182562334254,NA,NA,NA,NA
"154","Marshall Islands","1960","MHL","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87255919021184,NA,NA,NA,NA
"155","Middle income","1960","MIC",NA,NA,NA,NA,NA,961.985422949026,NA,NA,11.265704559612,NA,NA,NA,9.55005969401564,10.1837130160992,NA,NA,NA,NA,NA
"156","Macedonia","1960","MKD","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27254962981087,NA,NA,NA,NA
"157","Mali","1960","MLI","Sub-Saharan Africa","Low income",NA,NA,NA,NA,5.44379,NA,NA,NA,NA,NA,NA,NA,1.11345092971902,NA,NA,NA,NA
"158","Malta","1960","MLT","Middle East & North Africa","High income",NA,NA,NA,NA,11.5505,NA,NA,NA,NA,NA,NA,NA,4.00662703522943,NA,NA,NA,NA
"159","Myanmar","1960","MMR","East Asia & Pacific","Lower middle income",NA,NA,NA,158.830107658386,6.11336,NA,NA,NA,NA,NA,NA,NA,2.14677799458303,NA,NA,NA,NA
"160","Middle East & North Africa (excluding high income)","1960","MNA",NA,NA,NA,NA,NA,NA,NA,NA,14.6818412753303,NA,NA,NA,20.7447259017157,27.8347986687623,NA,NA,NA,NA,NA
"161","Montenegro","1960","MNE","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93631291507938,NA,NA,NA,NA
"162","Mongolia","1960","MNG","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54642039041977,NA,NA,NA,NA
"163","Northern Mariana Islands","1960","MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50877608454343,NA,NA,NA,NA
"164","Mozambique","1960","MOZ","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01597717128617,NA,NA,NA,NA
"165","Mauritania","1960","MRT","Sub-Saharan Africa","Lower middle income",NA,NA,NA,790.015541528041,1.39474,NA,NA,NA,NA,NA,15.2636624528492,22.9916189007826,2.85389046004946,NA,NA,NA,NA
"166","Mauritius","1960","MUS","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,23.7692,NA,NA,NA,NA,NA,NA,NA,2.86041673627912,NA,NA,NA,NA
"167","Malawi","1960","MWI","Sub-Saharan Africa","Low income",NA,NA,NA,241.184642654429,NA,NA,17.2680412371134,NA,NA,NA,22.0790378006873,38.4020618556701,2.1967576418554,NA,NA,NA,NA
"168","Malaysia","1960","MYS","East Asia & Pacific","Upper middle income",NA,NA,NA,1353.84563175782,8.06156,NA,13.4552523013979,NA,NA,NA,64.4538356631436,48.969688032731,3.06307025530353,NA,NA,NA,NA
"169","North America","1960","NAC",NA,NA,NA,NA,NA,17563.1184961108,NA,NA,15.5460786605769,NA,NA,NA,6.05834852401371,5.4615889660711,NA,NA,NA,NA,NA
"170","Namibia","1960","NAM","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370951636546,NA,NA,NA,NA
"171","New Caledonia","1960","NCL","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9017189561815,NA,NA,NA,NA
"172","Niger","1960","NER","Sub-Saharan Africa","Low income",NA,NA,NA,612.29146743274,5.70858,NA,8.04319820359726,NA,NA,NA,7.10041073177265,7.40534300409651,2.78821660860771,NA,NA,NA,NA
"173","Nigeria","1960","NGA","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1367.60191021262,4.56948,NA,NA,NA,NA,NA,9.24153046405215,16.9249824014777,1.97590346401767,NA,NA,NA,NA
"174","Nicaragua","1960","NIC","Latin America & Caribbean","Lower middle income",NA,NA,NA,1504.30418012081,15.4091,NA,8.7659411888836,NA,NA,NA,23.6529705284977,26.16901552623,3.16757944698027,NA,NA,NA,NA
"175","Netherlands","1960","NLD","Europe & Central Asia","High income",NA,NA,NA,16354.5400310888,20.5404,NA,15.7547273535865,NA,NA,NA,48.8939510015911,46.9935529733223,1.95217906447061,NA,NA,NA,NA
"176","Norway","1960","NOR","Europe & Central Asia","High income",NA,NA,NA,23183.5598319321,56.1971,NA,12.4193631333742,NA,NA,NA,36.257078004026,37.3486620021452,0.83936883522366,NA,NA,NA,NA
"177","Nepal","1960","NPL","South Asia","Low income",NA,NA,NA,267.073606947699,1.04054,NA,NA,NA,NA,NA,NA,NA,1.56562385109179,NA,NA,NA,NA
"178","Nauru","1960","NRU","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64018612069181,NA,NA,NA,NA
"179","New Zealand","1960","NZL","East Asia & Pacific","High income",NA,NA,NA,NA,13.9652,NA,NA,NA,NA,NA,NA,NA,1.73089013722183,NA,NA,NA,NA
"180","OECD members","1960","OED",NA,NA,NA,NA,NA,11444.7372071847,NA,NA,13.9502371408928,NA,NA,NA,11.7600014101218,11.8606088512344,NA,NA,NA,NA,NA
"181","Oman","1960","OMN","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27530006722828,NA,NA,NA,NA
"182","Other small states","1960","OSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Pakistan","1960","PAK","South Asia","Lower middle income",NA,NA,NA,304.710688002865,8.77788,NA,10.5874377093136,NA,NA,NA,NA,NA,2.29135994582789,NA,NA,NA,NA
"184","Panama","1960","PAN","Latin America & Caribbean","Upper middle income",NA,NA,NA,2139.54727862473,11.5744,NA,10.4412925248968,NA,NA,NA,45.7882393854495,54.3799082225335,2.94281661844063,NA,NA,NA,NA
"185","Peru","1960","PER","Latin America & Caribbean","Upper middle income",NA,NA,NA,2684.23958099069,16.3834,NA,7.62346002387815,NA,NA,NA,20.2107117695012,20.2705957493165,2.78763467004823,NA,NA,NA,NA
"186","Philippines","1960","PHL","East Asia & Pacific","Lower middle income",NA,NA,NA,1059.33470108612,15.101,NA,8.44894463270775,NA,NA,NA,11.947350261744,11.4751537523691,3.34549299640546,NA,NA,NA,NA
"187","Palau","1960","PLW","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9790108808311,NA,NA,NA,NA
"188","Papua New Guinea","1960","PNG","East Asia & Pacific","Lower middle income",NA,NA,NA,1135.8658940092,NA,NA,NA,NA,NA,NA,NA,NA,2.00857163053092,NA,NA,NA,NA
"189","Poland","1960","POL","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33606072059916,NA,NA,NA,NA
"190","Pre-demographic dividend","1960","PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Puerto Rico","1960","PRI","Latin America & Caribbean","High income",NA,NA,NA,5831.7215386498,NA,NA,12.8849222767303,NA,NA,NA,NA,53.5197115668775,0.937673372903076,NA,NA,NA,NA
"192","Korea Dem. People’s Rep.","1960","PRK","East Asia & Pacific","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47272064933187,NA,NA,NA,NA
"193","Portugal","1960","PRT","Europe & Central Asia","High income",NA,NA,NA,4506.05042595284,NA,NA,9.15929345609514,NA,NA,NA,14.3028316638948,19.174691959444,0.0488168198372178,NA,NA,NA,NA
"194","Paraguay","1960","PRY","Latin America & Caribbean","Upper middle income",NA,NA,NA,1365.1269179254,7.88892,NA,NA,NA,NA,NA,NA,NA,2.60533356287675,NA,NA,NA,NA
"195","West Bank and Gaza","1960","PSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Pacific island small states","1960","PSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Post-demographic dividend","1960","PST",NA,NA,NA,NA,NA,11666.7459281719,NA,NA,14.2358372294942,NA,NA,NA,12.7447556317211,12.7757963717316,NA,NA,NA,NA,NA
"198","French Polynesia","1960","PYF","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95052660958599,NA,NA,NA,NA
"199","Qatar","1960","QAT","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12354410884841,NA,NA,NA,NA
"200","Romania","1960","ROU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830832464908794,NA,NA,NA,NA
"201","Russian Federation","1960","RUS","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46949650144532,NA,NA,NA,NA
"202","Rwanda","1960","RWA","Sub-Saharan Africa","Low income",NA,NA,NA,331.56702172043,NA,NA,10.0840298990192,NA,NA,NA,12.436972281619,10.0840315796911,2.5108500981808,NA,NA,NA,NA
"203","South Asia","1960","SAS",NA,NA,NA,NA,NA,311.618198965187,NA,NA,7.11876407443442,NA,NA,NA,5.5952811717025,7.80445118768925,NA,NA,NA,NA,NA
"204","Saudi Arabia","1960","SAU","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9987019033328,NA,NA,NA,NA
"205","Sudan","1960","SDN","Sub-Saharan Africa","Lower middle income",NA,NA,NA,887.794108458679,9.78786,NA,9.71443141254462,NA,NA,NA,14.5588985211627,13.0035696073432,2.90170251274482,NA,NA,NA,NA
"206","Senegal","1960","SEN","Sub-Saharan Africa","Low income",NA,NA,NA,1360.37542738789,19.1506,NA,5.48098098854166,NA,NA,NA,16.7930067182909,14.2965644606866,2.70747107698876,NA,NA,NA,NA
"207","Singapore","1960","SGP","East Asia & Pacific","High income",NA,NA,NA,3389.55583281037,NA,NA,7.5307210758173,NA,NA,NA,162.893577556225,176.554602364943,6.35665284989579,NA,NA,NA,NA
"208","Solomon Islands","1960","SLB","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92792865610793,NA,NA,NA,NA
"209","Sierra Leone","1960","SLE","Sub-Saharan Africa","Low income",NA,NA,NA,376.045176480433,2.76937,NA,NA,NA,NA,NA,NA,NA,1.33329582212834,NA,NA,NA,NA
"210","El Salvador","1960","SLV","Latin America & Caribbean","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77684511222202,NA,NA,NA,NA
"211","San Marino","1960","SMR","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47234632318642,NA,NA,NA,NA
"212","Somalia","1960","SOM","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,8.40185404366279,NA,NA,NA,12.7152564672022,17.1450567127357,2.06593604381094,NA,NA,NA,NA
"213","Serbia","1960","SRB","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Sub-Saharan Africa (excluding high income)","1960","SSA",NA,NA,NA,NA,NA,1102.78235329012,NA,NA,NA,NA,NA,NA,21.403445824108,22.7860086727361,NA,NA,NA,NA,NA
"215","South Sudan","1960","SSD","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81213327575832,NA,NA,NA,NA
"216","Sub-Saharan Africa","1960","SSF",NA,NA,NA,NA,NA,1103.06380119314,NA,NA,NA,NA,NA,NA,21.403445824108,22.7860086727361,NA,NA,NA,NA,NA
"217","Small states","1960","SST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Sao Tome and Principe","1960","STP","Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21350261165204,NA,NA,NA,NA
"219","Suriname","1960","SUR","Latin America & Caribbean","Upper middle income",NA,NA,NA,3311.01244415872,NA,NA,NA,NA,NA,NA,NA,NA,2.90346023222308,NA,NA,NA,NA
"220","Slovak Republic","1960","SVK","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.871415509307323,NA,NA,NA,NA
"221","Slovenia","1960","SVN","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901878950783257,NA,NA,NA,NA
"222","Sweden","1960","SWE","Europe & Central Asia","High income",NA,NA,NA,18142.8758760383,40.2678,NA,16.056880070038,NA,NA,NA,23.0078690274958,23.4332225138811,0.670032595195427,NA,NA,NA,NA
"223","Eswatini","1960","SWZ","Sub-Saharan Africa","Lower middle income",NA,NA,NA,NA,NA,NA,23.5482879596406,NA,NA,NA,48.2939464935003,34.3246231276118,2.44271641405765,NA,NA,NA,NA
"224","Sint Maarten (Dutch part)","1960","SXM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Seychelles","1960","SYC","Sub-Saharan Africa","High income",NA,NA,NA,2829.64065938329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Syrian Arab Republic","1960","SYR","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,25.96,NA,15.1208119581768,NA,NA,NA,21.3570047213854,27.7995883386008,3.18590170277113,NA,NA,NA,NA
"227","Turks and Caicos Islands","1960","TCA","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23002780816517,NA,NA,NA,NA
"228","Chad","1960","TCD","Sub-Saharan Africa","Low income",NA,NA,NA,696.276927518842,3.49855,NA,12.6253614649825,NA,NA,NA,13.3896456825921,17.0375686252555,1.9000035806062,NA,NA,NA,NA
"229","East Asia & Pacific (IDA & IBRD countries)","1960","TEA",NA,NA,NA,NA,NA,291.919734128517,NA,NA,12.560693113481,NA,NA,NA,7.68380703276032,7.41698514165851,NA,NA,NA,NA,NA
"230","Europe & Central Asia (IDA & IBRD countries)","1960","TEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Togo","1960","TGO","Sub-Saharan Africa","Low income",NA,NA,NA,355.925060405302,8.75421,NA,11.763990651855,NA,NA,NA,31.1312029861269,31.5489570542232,1.32726528205962,NA,NA,NA,NA
"232","Thailand","1960","THA","East Asia & Pacific","Upper middle income",NA,NA,NA,570.857039948126,NA,NA,9.13512169945249,NA,NA,NA,16.1446431981525,17.4152151604688,2.95183518087697,NA,NA,NA,NA
"233","Tajikistan","1960","TJK","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23741046461388,NA,NA,NA,NA
"234","Turkmenistan","1960","TKM","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35177518262878,NA,NA,NA,NA
"235","Latin America & the Caribbean (IDA & IBRD countries)","1960","TLA",NA,NA,NA,NA,NA,3706.61670391179,NA,NA,10.7101685631711,NA,NA,NA,11.1247230246716,11.1559006258257,NA,NA,NA,NA,NA
"236","Timor-Leste","1960","TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72028293832967,NA,NA,NA,NA
"237","Middle East & North Africa (IDA & IBRD countries)","1960","TMN",NA,NA,NA,NA,NA,NA,NA,NA,14.6818412753303,NA,NA,NA,20.7447259017157,27.8347986687623,NA,NA,NA,NA,NA
"238","Tonga","1960","TON","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84524519235082,NA,NA,NA,NA
"239","South Asia (IDA & IBRD)","1960","TSA",NA,NA,NA,NA,NA,311.618198965187,NA,NA,7.11876407443442,NA,NA,NA,5.5952811717025,7.80445118768925,NA,NA,NA,NA,NA
"240","Sub-Saharan Africa (IDA & IBRD countries)","1960","TSS",NA,NA,NA,NA,NA,1103.06380119314,NA,NA,NA,NA,NA,NA,21.403445824108,22.7860086727361,NA,NA,NA,NA,NA
"241","Trinidad and Tobago","1960","TTO","Latin America & Caribbean","High income",NA,NA,NA,5038.92950092742,8.43253,NA,NA,NA,NA,NA,NA,NA,2.26354862679934,NA,NA,NA,NA
"242","Tunisia","1960","TUN","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,20.4488,NA,NA,NA,NA,NA,NA,NA,1.27300219460597,NA,NA,NA,NA
"243","Turkey","1960","TUR","Europe & Central Asia","Upper middle income",NA,NA,NA,3175.04523624357,NA,NA,8.37004405286344,NA,NA,NA,2.05580029368576,3.67107195301028,2.4455837820211,NA,NA,NA,NA
"244","Tuvalu","1960","TUV","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01893337743995,NA,NA,NA,NA
"245","Tanzania","1960","TZA","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89498273752481,NA,NA,NA,NA
"246","Uganda","1960","UGA","Sub-Saharan Africa","Low income",NA,NA,NA,NA,6.4676,NA,8.84376161566101,NA,NA,NA,27.3294511212985,21.8163796307769,3.03775926993698,NA,NA,NA,NA
"247","Ukraine","1960","UKR","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25445102768295,NA,NA,NA,NA
"248","Upper middle income","1960","UMC",NA,NA,NA,NA,NA,1285.1397033521,NA,NA,11.9145627165704,NA,NA,NA,9.43635862719097,9.63421652605631,NA,NA,NA,NA,NA
"249","Uruguay","1960","URY","Latin America & Caribbean","High income",NA,NA,NA,5474.62152708979,18.5924,NA,8.27586206896552,NA,NA,NA,13.7931034482759,18.6206896551724,1.33381150405729,NA,NA,NA,NA
"250","United States","1960","USA","North America","High income",NA,NA,NA,17550.5731641209,70.3177,NA,15.6451316031658,NA,NA,NA,4.96963003865268,4.19657647708448,1.70199277744096,NA,NA,NA,NA
"251","Uzbekistan","1960","UZB","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28075784194518,NA,NA,NA,NA
"252","St. Vincent and the Grenadines","1960","VCT","Latin America & Caribbean","Upper middle income",NA,NA,NA,1752.47057423493,NA,NA,NA,NA,NA,NA,NA,NA,1.65791288029113,NA,NA,NA,NA
"253","Venezuela","1960","VEN","Latin America & Caribbean","Upper middle income",NA,NA,NA,12449.5523712964,15.9215,NA,13.4665575941724,NA,NA,NA,30.4335631646605,18.1484944100347,3.75055502179268,NA,NA,NA,NA
"254","British Virgin Islands","1960","VGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26528465341258,NA,NA,NA,NA
"255","Virgin Islands (U.S.)","1960","VIR","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72528848505455,NA,NA,NA,NA
"256","Vietnam","1960","VNM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02092941749097,NA,NA,NA,NA
"257","Vanuatu","1960","VUT","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03625914960468,NA,NA,NA,NA
"258","World","1960","WLD",NA,NA,NA,NA,NA,3736.87674353195,NA,NA,13.3892123602646,NA,NA,NA,11.9102445254964,12.2617635732017,NA,NA,NA,NA,NA
"259","Samoa","1960","WSM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05220257810989,NA,NA,NA,NA
"260","Kosovo","1960","XKX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02673603998777,NA,NA,NA,NA
"261","Yemen","1960","YEM","Middle East & North Africa","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66875308855018,NA,NA,NA,NA
"262","South Africa","1960","ZAF","Sub-Saharan Africa","Upper middle income",NA,NA,NA,4529.50768704245,NA,NA,9.3143596377749,NA,NA,NA,29.5509148031787,24.5610792829421,2.59316484553915,NA,NA,NA,NA
"263","Zambia","1960","ZMB","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1508.44269091056,NA,NA,NA,NA,NA,NA,NA,NA,3.01266473179104,NA,NA,NA,NA
"264","Zimbabwe","1960","ZWE","Sub-Saharan Africa","Low income",NA,NA,NA,1002.47840243186,NA,NA,10.5479594115958,NA,NA,NA,NA,NA,3.19987716765186,NA,NA,NA,NA
"265","Aruba","1961","ABW","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23814393117093,NA,NA,NA,NA
"266","Afghanistan","1961","AFG","South Asia","Low income",NA,NA,NA,NA,4.57287,NA,NA,NA,NA,NA,4.45344326574765,8.09716629841498,1.87652834529086,NA,NA,NA,NA
"267","Angola","1961","AGO","Sub-Saharan Africa","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92775387939909,NA,NA,NA,NA
"268","Albania","1961","ALB","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12085537059054,NA,NA,NA,NA
"269","Andorra","1961","AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9415320954611,NA,NA,NA,NA
"270","Arab World","1961","ARB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76088146673665,NA,NA,NA,NA
"271","United Arab Emirates","1961","ARE","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.72362511285224,NA,NA,NA,NA
"272","Argentina","1961","ARG","Latin America & Caribbean","Upper middle income",NA,NA,NA,5815.2335573695,13.3713,NA,7.78963204832989,NA,20.3106975252928,NA,5.9949469947787,5.99494531619397,1.60688908688843,NA,NA,NA,NA
"273","Armenia","1961","ARM","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53170186701236,NA,NA,NA,NA
"274","American Samoa","1961","ASM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33596636188547,NA,NA,NA,NA
"275","Antigua and Barbuda","1961","ATG","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44419147573805,NA,NA,NA,NA
"276","Australia","1961","AUS","East Asia & Pacific","High income",NA,NA,NA,19477.7725011501,17.6858,NA,11.3372093023256,NA,3.22299602276428,NA,12.4031007751938,15.0250797993616,1.9897400460104,NA,NA,NA,NA
"277","Austria","1961","AUT","Europe & Central Asia","High income",NA,NA,NA,13677.4642130876,33.4466,NA,12.496313475303,NA,5.08715371682004,NA,23.0053297937755,21.90190727576,0.548472356417754,NA,NA,NA,NA
"278","Azerbaijan","1961","AZE","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40504343117745,NA,NA,NA,NA
"279","Burundi","1961","BDI","Sub-Saharan Africa","Low income",NA,NA,NA,181.357919649969,NA,NA,2.58620699847121,NA,20.0774363441753,NA,12.9310349923561,14.6551729913369,1.90415176096403,NA,NA,NA,NA
"280","Belgium","1961","BEL","Europe & Central Asia","High income",NA,NA,NA,13804.1993476581,9.1153,NA,14.8660961690956,NA,1.3154686942773,NA,39.0131747175795,39.805297416531,0.332205945818093,NA,NA,NA,NA
"281","Benin","1961","BEN","Sub-Saharan Africa","Low income",NA,NA,NA,529.297338642614,7.82723,NA,10.1673019035612,NA,1.04143567170696,NA,4.58348954869937,9.53463213652839,1.39849453999345,NA,NA,NA,NA
"282","Burkina Faso","1961","BFA","Sub-Saharan Africa","Low income",NA,NA,NA,245.198582661663,3.03111,NA,7.65368707769187,NA,1.90060824159292,NA,5.42888603877752,15.7899764009717,1.34294256726928,NA,NA,NA,NA
"283","Bangladesh","1961","BGD","South Asia","Lower middle income",NA,NA,NA,382.004772248412,NA,NA,6.35294149088275,NA,6.2574815786661,NA,10.7823534063335,11.6999989681888,2.84919301519502,NA,NA,NA,NA
"284","Bulgaria","1961","BGR","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958155881300658,NA,NA,NA,NA
"285","Bahrain","1961","BHR","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31041578218961,NA,NA,NA,NA
"286","Bahamas","1961","BHS","Latin America & Caribbean","High income",NA,NA,NA,NA,NA,NA,NA,NA,1.16060125853875,NA,NA,NA,4.96905937594905,NA,NA,NA,NA
"287","Bosnia and Herzegovina","1961","BIH","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93224898774758,NA,NA,NA,NA
